,IDpol,OccurDate,Payment,IDclaim,Guarantee
7081,1007790.100c,2004-07-30,1102,1205465,TPL
7082,90146133.101a,2004-07-30,1339,204866,TPL
7083,90167673.100a,2004-07-30,276,8157,TPL
7084,90167744.100a,2004-07-30,446,1201335,Windscreen
7085,90193123.100a,2004-07-30,356,12536,Windscreen
7086,90148842.100a,2004-07-30,174,1203859,Windscreen
7087,90157656.103a,2004-07-30,143,11726,Windscreen
7088,90182885.101a,2004-07-30,320,204297,Windscreen
7089,90112640.101a,2004-07-30,317,205383,Windscreen
7090,90144801.100b,2004-08-01,5765,204177,Damage
7091,90153013.100a,2004-08-01,969,204940,Fire
7092,90133392.100c,2004-08-01,2623,12333,Other
7093,90134903.100b,2004-08-01,361,1202113,Other
7094,1007633.100c,2004-08-01,3253,203971,TPL
7095,90149781.101a,2004-08-01,425,10321,TPL
7096,90160035.101a,2004-08-01,101,206952,TPL
7097,1007609.102a,2004-08-01,1209,9446,TPL
7098,90179561.100a,2004-08-01,494,11444,Windscreen
7099,90127966.101b,2004-08-01,564,205610,Windscreen
7100,90160488.100b,2004-08-01,194,209662,Windscreen
7101,90100754.10a,2004-08-01,180,200088,Windscreen
7102,90121561.101a,2004-08-01,530,1207781,Windscreen
7103,90178055.100a,2004-08-02,544,10923,Damage
7104,90126980.101b,2004-08-02,7750,8622,Damage
7105,90145885.100c,2004-08-02,816,11540,Damage
7106,90135120.101b,2004-08-02,64,201939,Fire
7107,90149557.103b,2004-08-02,328,10688,Other
7108,90160037.100a,2004-08-02,1295,11802,Theft
7109,90153112.100b,2004-08-02,1519,1203151,Theft
7110,90128827.100b,2004-08-02,694,200442,Theft
7111,90179202.101a,2004-08-02,446,8712,TPL
7112,90133049.101a,2004-08-02,897,204460,TPL
7113,90112567.101a,2004-08-02,862,205698,TPL
7114,90168694.101a,2004-08-02,3161,206292,TPL
7115,90153781.100b,2004-08-02,720,201275,TPL
7116,90113849.101a,2004-08-02,153,1205252,Windscreen
7117,90171829.101a,2004-08-02,315,12444,Windscreen
7118,90192907.100a,2004-08-02,267,1209213,Windscreen
7119,90164838.101a,2004-08-02,378,1203614,Windscreen
7120,90111514.100a,2004-08-02,492,1203408,Windscreen
7121,90125067.101b,2004-08-02,267,208096,Windscreen
7122,80100008.102a,2004-08-03,1701,206878,Damage
7123,90154029.100a,2004-08-03,2433,10225,Damage
7124,90157708.101b,2004-08-03,1335,1202613,Damage
7125,90144800.100a,2004-08-03,5180,1208004,Theft
7126,90151609.100a,2004-08-03,61,1207346,TPL
7127,90146186.100a,2004-08-03,2975,10031,TPL
7128,90126554.100a,2004-08-03,897,9966,TPL
7129,90159076.101b,2004-08-03,535,203206,TPL
7130,90182103.100a,2004-08-03,259,12429,Windscreen
7131,90181706.100a,2004-08-03,90,1204867,Windscreen
7132,90192772.100a,2004-08-03,252,1207798,Windscreen
7133,90126083.101a,2004-08-03,442,1202350,Windscreen
7134,90151732.100b,2004-08-04,322,1203719,Damage
7135,90104837.100b,2004-08-04,288,8271,Other
7136,90189160.100b,2004-08-04,692,206749,Theft
7137,90177926.101a,2004-08-04,858,1203270,TPL
7138,90148206.100c,2004-08-04,915,1207618,TPL
7139,90191823.100a,2004-08-04,68,12064,Windscreen
7140,90147425.100a,2004-08-04,342,7114,Windscreen
7141,90156531.100a,2004-08-04,221,9400,Windscreen
7142,90172111.100b,2004-08-04,493,1204429,Windscreen
7143,90159416.100a,2004-08-04,201,10365,Windscreen
7144,1001909.100a,2004-08-05,3601,12391,Damage
7145,90113939.101a,2004-08-05,1189,10703,Damage
7146,90166267.100a,2004-08-05,92,11052,Damage
7147,90145312.100a,2004-08-05,1741,8196,Other
7148,90159460.100a,2004-08-05,539,1207264,Theft
7149,90160598.100a,2004-08-05,661,12869,TPL
7150,90146850.100a,2004-08-05,3736,208884,TPL
7151,90134417.100b,2004-08-05,838,7932,TPL
7152,90148145.100c,2004-08-05,129,1204188,TPL
7153,90160707.100a,2004-08-05,4472,1201733,TPL
7154,90104895.102a,2004-08-05,247,1203893,TPL
7155,90160827.100b,2004-08-05,44,200815,TPL
7156,90152780.100b,2004-08-05,2183,207879,TPL
7157,90169225.100a,2004-08-05,54,1205029,Windscreen
7158,90167279.100a,2004-08-05,343,201269,Windscreen
7159,90125985.102a,2004-08-05,1026,205341,Windscreen
7160,90159701.100a,2004-08-05,392,1204789,Windscreen
7161,90103576.101a,2004-08-05,65,1202880,Windscreen
7162,90149477.100a,2004-08-05,167,204597,Windscreen
7163,80201164.101a,2004-08-05,378,1203614,Windscreen
7164,90160501.101b,2004-08-06,2457,1201675,Damage
7165,90151820.102a,2004-08-06,0,206287,Damage
7166,90153165.101a,2004-08-06,0,1207852,Damage
7167,90128880.101a,2004-08-06,5261,10060,Fire
7168,90165968.100b,2004-08-06,395,13635,Other
7169,90108888.101a,2004-08-06,835,1204749,Theft
7170,90108907.101a,2004-08-06,2522,204090,TPL
7171,90176285.100a,2004-08-06,57,1207677,TPL
7172,90108021.101a,2004-08-06,486,1209574,TPL
7173,90134930.101a,2004-08-06,608,1202457,TPL
7174,90105206.101a,2004-08-06,0,13688,TPL
7175,1005444.100a,2004-08-06,88,8879,Windscreen
7176,1005230.100a,2004-08-06,401,204170,Windscreen
7177,60100079.10a,2004-08-06,286,12168,Windscreen
7178,90134479.100a,2004-08-06,301,1206807,Windscreen
7179,90156952.100a,2004-08-06,174,200869,Windscreen
7180,90120549.101a,2004-08-06,263,206803,Windscreen
7181,90132844.100a,2004-08-07,4428,205619,Damage
7182,90132768.100a,2004-08-07,160,12570,Damage
7183,90127096.102a,2004-08-07,761,204059,Damage
7184,90163406.100a,2004-08-07,3674,11955,Other
7185,90120964.100a,2004-08-07,1219,1206913,Theft
7186,90146125.100a,2004-08-07,1518,13080,Theft
7187,70202918.10b,2004-08-07,0,1203060,Theft
7188,90168958.100a,2004-08-07,897,206084,TPL
7189,90161290.100a,2004-08-07,0,11918,TPL
7190,90112640.100a,2004-08-07,626,1202695,TPL
7191,90180715.101b,2004-08-07,4731,1205092,TPL
7192,90134504.100a,2004-08-07,1152,202212,TPL
7193,90112634.101b,2004-08-07,208,200900,TPL
7194,90175960.100a,2004-08-07,1830,1204567,TPL
7195,90134527.100a,2004-08-07,315,12540,Windscreen
7196,90164535.101b,2004-08-07,323,11828,Windscreen
7197,90144646.100b,2004-08-07,643,1207523,Windscreen
7198,90157745.100b,2004-08-08,68,200253,Other
7199,90190521.102a,2004-08-08,670,12302,Theft
7200,90106310.10a,2004-08-08,701,202710,TPL
7201,90144934.100a,2004-08-08,56,202737,TPL
7202,80100008.101a,2004-08-08,135,11332,TPL
7203,90153641.100a,2004-08-08,650,1202728,TPL
7204,90149284.100a,2004-08-08,897,11151,TPL
7205,90157308.100b,2004-08-08,291,207876,Windscreen
7206,70206630.10c,2004-08-08,445,207256,Windscreen
7207,90158753.100a,2004-08-08,281,208076,Windscreen
7208,90172964.100a,2004-08-08,124,205643,Windscreen
7209,1007472.100a,2004-08-09,76,1203253,Other
7210,90128719.101a,2004-08-09,728,12669,Theft
7211,90172030.100a,2004-08-09,1489,203151,Theft
7212,90155361.100b,2004-08-09,8574,201158,TPL
7213,90155392.100a,2004-08-09,6216,1202452,TPL
7214,90149503.100a,2004-08-09,1411,201727,TPL
7215,90188776.101a,2004-08-09,897,207510,TPL
7216,1003603.100a,2004-08-09,3178,8406,TPL
7217,90105510.101a,2004-08-09,361,1209719,Windscreen
7218,90169980.102b,2004-08-09,262,9405,Windscreen
7219,90146354.100a,2004-08-09,281,1202189,Windscreen
7220,90116361.101b,2004-08-09,92,1202773,Windscreen
7221,90149225.100a,2004-08-09,219,12541,Windscreen
7222,90144923.101a,2004-08-09,323,1209922,Windscreen
7223,40100150.101a,2004-08-09,141,8329,Windscreen
7224,90149958.100a,2004-08-09,112,1206719,Windscreen
7225,10200153.102a,2004-08-09,502,208558,Windscreen
7226,90139456.100a,2004-08-10,4181,201770,Damage
7227,90160998.100b,2004-08-10,0,1208194,Damage
7228,90148994.100a,2004-08-10,5984,12036,Theft
7229,90179934.100a,2004-08-10,915,1203831,TPL
7230,90168874.100b,2004-08-10,699,1206699,TPL
7231,90160305.100b,2004-08-10,4137,205472,TPL
7232,90133178.101a,2004-08-10,554,7716,TPL
7233,90147878.100b,2004-08-10,197,208759,TPL
7234,90135238.101b,2004-08-10,225,11941,TPL
7235,90126566.101b,2004-08-10,514,7205,TPL
7236,90181117.103a,2004-08-10,1450,7105,TPL
7237,90156356.101a,2004-08-10,368,1203981,Windscreen
7238,90161623.100a,2004-08-10,219,1205321,Windscreen
7239,90181147.100b,2004-08-11,1040,208856,Damage
7240,90148206.100c,2004-08-11,9705,205954,Fire
7241,90165805.100a,2004-08-11,798,1202222,Theft
7242,90153338.100a,2004-08-11,8,1202511,TPL
7243,90172043.100a,2004-08-11,561,206043,TPL
7244,90152890.100a,2004-08-11,4359,1203188,TPL
7245,90124461.101b,2004-08-11,252,12167,Windscreen
7246,90148907.100a,2004-08-11,148,205845,Windscreen
7247,90165821.100a,2004-08-11,286,203113,Windscreen
7248,90133149.100a,2004-08-11,138,205108,Windscreen
7249,90194820.100b,2004-08-11,422,205147,Windscreen
7250,90155999.100a,2004-08-11,466,1204992,Windscreen
7251,80200265.10a,2004-08-11,165,1204473,Windscreen
7252,90132966.100a,2004-08-11,450,1205124,Windscreen
7253,90141266.101a,2004-08-11,51,200257,Windscreen
7254,90189156.100b,2004-08-12,85,208804,Fire
7255,90108388.101b,2004-08-12,45,1206757,TPL
7256,90151604.100a,2004-08-12,897,207769,TPL
7257,90155638.100b,2004-08-12,0,200893,TPL
7258,90180512.100a,2004-08-12,505,208838,TPL
7259,90104657.102b,2004-08-12,199,1207497,TPL
7260,90146419.100a,2004-08-12,1941,202197,TPL
7261,20100221.10a,2004-08-12,212,1207539,TPL
7262,90116969.100a,2004-08-12,83,209514,Windscreen
7263,90185773.100a,2004-08-12,438,205153,Windscreen
7264,90150682.100a,2004-08-12,399,203024,Windscreen
7265,90126014.101a,2004-08-12,250,12819,Windscreen
7266,90172765.100a,2004-08-13,1139,206397,Damage
7267,90172100.100a,2004-08-13,1962,1206413,Damage
7268,90183899.100a,2004-08-13,1664,9146,Damage
7269,90144728.100b,2004-08-13,7627,200008,Damage
7270,90146501.100a,2004-08-13,1511,1201827,Fire
7271,216.107a,2004-08-13,4467,1206052,Other
7272,90133276.101a,2004-08-13,3513,206445,Theft
7273,60100023.10a,2004-08-13,3832,202707,Theft
7274,90104484.101a,2004-08-13,3850,1209393,TPL
7275,90128967.100a,2004-08-13,897,209063,TPL
7276,90126562.101a,2004-08-13,668,201856,TPL
7277,90148856.102a,2004-08-13,897,201742,TPL
7278,90135436.100a,2004-08-13,1318,202274,TPL
7279,90187952.100a,2004-08-13,879,1207206,TPL
7280,90103660.10a,2004-08-13,897,9194,TPL
7281,90166471.100a,2004-08-13,897,208083,TPL
7282,90129454.100a,2004-08-13,484,1208182,Windscreen
7283,90126705.101a,2004-08-13,368,208379,Windscreen
7284,90164619.100b,2004-08-13,438,206185,Windscreen
7285,90108748.101a,2004-08-13,136,1205872,Windscreen
7286,90152295.100a,2004-08-13,597,201141,Windscreen
7287,90112042.100a,2004-08-13,498,208157,Windscreen
7288,90135451.100a,2004-08-13,58,209131,Windscreen
7289,90152295.100a,2004-08-14,2922,1203434,Damage
7290,90165937.100a,2004-08-14,8796,1205676,Damage
7291,90157613.100a,2004-08-14,964,11237,Damage
7292,90194758.100a,2004-08-14,100,10952,Damage
7293,90188801.100a,2004-08-14,894,1208793,Fire
7294,90151753.100a,2004-08-14,85,202874,Other
7295,90132132.101a,2004-08-14,876,203097,Theft
7296,90194089.100a,2004-08-14,4495,204764,Theft
7297,90107880.100a,2004-08-14,4337,1204640,TPL
7298,90192944.100c,2004-08-14,1830,1204788,TPL
7299,90149083.101a,2004-08-14,1037,207874,TPL
7300,90131710.100a,2004-08-14,3,205372,TPL
7301,90156528.100b,2004-08-14,702,209911,Windscreen
7302,90116849.100a,2004-08-14,118,205603,Windscreen
7303,90167947.100a,2004-08-14,155,10130,Windscreen
7304,80200292.10a,2004-08-14,165,201881,Windscreen
7305,90104848.101a,2004-08-14,212,1205117,Windscreen
7306,90180952.101b,2004-08-15,0,1206287,Damage
7307,1005170.100a,2004-08-15,0,12408,Fire
7308,90125583.100a,2004-08-15,76,7440,Other
7309,90135214.100b,2004-08-15,24,207635,Other
7310,90172009.100a,2004-08-15,175,205071,Theft
7311,90163187.100a,2004-08-15,487,1204670,Theft
7312,90108572.101b,2004-08-15,2572,1207828,TPL
7313,90185196.100a,2004-08-15,897,202699,TPL
7314,90105099.100a,2004-08-15,580,1203351,TPL
7315,90154990.100a,2004-08-15,56,209988,TPL
7316,90116046.101a,2004-08-15,862,1202160,TPL
7317,1011279.100a,2004-08-15,338,203287,Windscreen
7318,80201168.101a,2004-08-16,3674,11955,Other
7319,90127452.101b,2004-08-16,897,10035,TPL
7320,90109686.100a,2004-08-16,148,1205851,TPL
7321,90109581.101a,2004-08-16,373,1208308,Windscreen
7322,90151664.101a,2004-08-16,195,10943,Windscreen
7323,90134976.100a,2004-08-16,128,7239,Windscreen
7324,90159678.100b,2004-08-16,75,11590,Windscreen
7325,90131449.100a,2004-08-16,310,1202261,Windscreen
7326,90126774.100a,2004-08-16,254,203803,Windscreen
7327,90158831.100a,2004-08-17,18392,11489,Damage
7328,90146744.101a,2004-08-17,168,206809,Damage
7329,90112548.101a,2004-08-17,184,7291,TPL
7330,90165168.100a,2004-08-17,417,200498,TPL
7331,90131447.102a,2004-08-17,0,1209722,TPL
7332,90105396.101a,2004-08-17,915,1203654,TPL
7333,90189813.100a,2004-08-17,95,9553,Windscreen
7334,90135246.100a,2004-08-18,2457,1201675,Damage
7335,90105888.100a,2004-08-18,1507,206207,Fire
7336,90160117.100b,2004-08-18,354,202113,Other
7337,90147671.100b,2004-08-18,101,11672,Other
7338,90131474.101b,2004-08-18,42,1206547,Theft
7339,90175858.100b,2004-08-18,897,206458,TPL
7340,90164452.100a,2004-08-18,897,209394,TPL
7341,90191255.100a,2004-08-18,208,207539,TPL
7342,90146733.100a,2004-08-18,97,9959,Windscreen
7343,90103502.10a,2004-08-18,583,1205099,Windscreen
7344,1003290.100c,2004-08-18,422,207298,Windscreen
7345,90173968.101a,2004-08-18,258,200302,Windscreen
7346,90148205.100a,2004-08-18,451,209303,Windscreen
7347,90154908.100b,2004-08-18,240,1208449,Windscreen
7348,90170087.100c,2004-08-19,841,1202994,Damage
7349,90109714.101a,2004-08-19,806,1203305,Theft
7350,90158974.100a,2004-08-19,1573,1209461,TPL
7351,90163127.100b,2004-08-19,86,1203312,TPL
7352,90151676.100a,2004-08-19,220,204186,TPL
7353,90148087.101a,2004-08-19,371,1203873,TPL
7354,90156379.100a,2004-08-19,66,201628,TPL
7355,90148952.100a,2004-08-19,153,1204815,Windscreen
7356,90108418.101b,2004-08-19,75,1204701,Windscreen
7357,90132966.100a,2004-08-19,211,200450,Windscreen
7358,70203120.100a,2004-08-19,421,1209179,Windscreen
7359,90156620.105a,2004-08-19,506,209027,Windscreen
7360,90145262.102a,2004-08-19,208,200301,Windscreen
7361,90128224.101b,2004-08-19,312,8578,Windscreen
7362,90113950.101a,2004-08-20,178,208870,Damage
7363,90165853.100a,2004-08-20,465,13394,TPL
7364,90127158.101a,2004-08-20,1588,1207187,TPL
7365,90108307.101b,2004-08-20,105,1202703,TPL
7366,90145761.100b,2004-08-20,257,1207228,TPL
7367,90176355.100b,2004-08-20,726,10677,TPL
7368,90193839.100a,2004-08-20,981,205956,TPL
7369,90127896.101a,2004-08-20,477,1206846,TPL
7370,90152352.100a,2004-08-20,915,1203417,TPL
7371,90114374.101a,2004-08-20,15845,10089,TPL
7372,90148808.103a,2004-08-21,72,206059,Damage
7373,90145765.100c,2004-08-21,980,206104,Other
7374,90163200.100a,2004-08-21,1008,1203415,Theft
7375,90132854.100a,2004-08-21,448,203290,Theft
7376,90108691.101a,2004-08-21,2260,203055,Theft
7377,90113532.101a,2004-08-21,1209,9446,TPL
7378,90110669.101a,2004-08-21,2904,1209095,TPL
7379,1007261.101a,2004-08-21,426,208103,Windscreen
7380,60100165.100b,2004-08-21,400,1204042,Windscreen
7381,90103659.10a,2004-08-22,4214,201818,Damage
7382,90145087.101b,2004-08-22,563,1203860,Theft
7383,90181248.100b,2004-08-22,182,1206675,TPL
7384,90187391.100b,2004-08-22,308,9991,TPL
7385,90166472.100a,2004-08-22,0,9749,TPL
7386,90191064.100a,2004-08-22,447,1207198,TPL
7387,90133279.100b,2004-08-22,85,9279,TPL
7388,80200730.101a,2004-08-22,301,13505,Windscreen
7389,90144756.100a,2004-08-22,354,201165,Windscreen
7390,90159341.100d,2004-08-23,2818,9731,Fire
7391,90190726.101a,2004-08-23,668,13128,Theft
7392,90135364.101a,2004-08-23,236,204987,TPL
7393,90112252.101a,2004-08-23,1768,10391,TPL
7394,90166328.100a,2004-08-23,1415,12666,TPL
7395,1003546.100a,2004-08-23,473,1204345,TPL
7396,90159632.100a,2004-08-23,108,1209246,TPL
7397,90133328.100a,2004-08-23,12608,209299,TPL
7398,90156044.100a,2004-08-23,0,206752,TPL
7399,90151943.100a,2004-08-23,214,1206902,TPL
7400,90150388.100a,2004-08-23,256,11338,Windscreen
7401,90182426.100b,2004-08-23,187,11265,Windscreen
7402,90160797.100a,2004-08-23,117,208755,Windscreen
7403,90181354.100a,2004-08-23,112,1204833,Windscreen
7404,90179602.100a,2004-08-23,276,11574,Windscreen
7405,90152489.100b,2004-08-24,565,209038,Other
7406,90154148.100a,2004-08-24,10498,206670,Theft
7407,90111773.101b,2004-08-24,76,13694,TPL
7408,90157022.100a,2004-08-24,897,7447,TPL
7409,90151242.100b,2004-08-24,3058,1207460,TPL
7410,90111641.101a,2004-08-24,4287,1209405,TPL
7411,90155918.102a,2004-08-24,2689,1205446,TPL
7412,90154890.100b,2004-08-24,897,202225,TPL
7413,90132865.102a,2004-08-24,122,1205348,Windscreen
7414,90105113.102a,2004-08-24,274,1207989,Windscreen
7415,90116450.101a,2004-08-24,272,1208096,Windscreen
7416,90134378.100a,2004-08-24,231,1203667,Windscreen
7417,90160071.100a,2004-08-24,77,1203293,Windscreen
7418,90112478.102a,2004-08-24,214,1203583,Windscreen
7419,90157339.101a,2004-08-24,380,200551,Windscreen
7420,90160803.100c,2004-08-25,576,203382,Damage
7421,90151660.100a,2004-08-25,1894,8621,Damage
7422,90147704.100a,2004-08-25,8234,10511,Fire
7423,90110958.101a,2004-08-25,447,1206000,Other
7424,90164531.100a,2004-08-25,362,203114,Other
7425,90112230.101a,2004-08-25,26266,209427,Theft
7426,90132881.100a,2004-08-25,1313,209473,Theft
7427,20100085.100b,2004-08-25,897,200538,TPL
7428,90114331.101a,2004-08-25,1534,9926,TPL
7429,90126479.101a,2004-08-25,915,1203393,TPL
7430,90194255.100a,2004-08-25,14289,1209965,TPL
7431,80100140.100b,2004-08-25,364,207428,TPL
7432,90187021.101a,2004-08-25,0,13775,TPL
7433,90111548.101a,2004-08-25,981,205956,TPL
7434,90145052.100a,2004-08-25,915,1204447,TPL
7435,90168189.100a,2004-08-25,87,205709,Windscreen
7436,90104266.101a,2004-08-25,243,1210010,Windscreen
7437,90154028.100b,2004-08-25,301,1204892,Windscreen
7438,90131676.100a,2004-08-25,291,207707,Windscreen
7439,90148406.100b,2004-08-25,521,201423,Windscreen
7440,90109498.101c,2004-08-26,438,208914,Damage
7441,90151659.100a,2004-08-26,1095,8044,Fire
7442,90194538.100a,2004-08-26,291,204808,Theft
7443,90132913.100a,2004-08-26,1555,11243,Theft
7444,90110130.101a,2004-08-26,215,202028,TPL
7445,90132476.100c,2004-08-26,3589,8862,TPL
7446,90157061.100a,2004-08-26,915,1205975,TPL
7447,90131031.100b,2004-08-26,7375,201592,TPL
7448,90154919.100a,2004-08-26,812,205208,TPL
7449,90133276.101b,2004-08-26,113,204425,Windscreen
7450,60100379.10a,2004-08-26,287,1208950,Windscreen
7451,90158434.100a,2004-08-26,119,11846,Windscreen
7452,90158423.101a,2004-08-26,220,1204420,Windscreen
7453,90167881.100a,2004-08-26,428,11568,Windscreen
7454,90157339.101a,2004-08-26,322,209200,Windscreen
7455,90154320.100c,2004-08-26,110,1207219,Windscreen
7456,90168099.101a,2004-08-27,0,1209497,Damage
7457,90148873.100a,2004-08-27,3004,9254,TPL
7458,90164454.100a,2004-08-27,0,209500,TPL
7459,90104295.100a,2004-08-27,611,202627,TPL
7460,60200190.100a,2004-08-27,897,201868,TPL
7461,90132319.100c,2004-08-27,3196,204486,TPL
7462,90145212.100a,2004-08-27,661,200739,TPL
7463,90192965.101a,2004-08-27,384,205355,TPL
7464,90108378.101a,2004-08-27,400,9036,TPL
7465,90157900.101a,2004-08-27,392,1205355,TPL
7466,90191773.100a,2004-08-27,345,202900,TPL
7467,90134070.100a,2004-08-27,2117,200447,TPL
7468,90131159.100a,2004-08-27,159,7194,Windscreen
7469,90141072.101a,2004-08-27,526,207126,Windscreen
7470,90146774.100b,2004-08-27,108,13375,Windscreen
7471,70200828.100b,2004-08-27,332,200799,Windscreen
7472,90179262.100a,2004-08-27,237,9101,Windscreen
7473,90133683.100a,2004-08-27,397,1209292,Windscreen
7474,90190048.100c,2004-08-27,254,205811,Windscreen
7475,90140647.101a,2004-08-28,747,8580,Damage
7476,90152452.100a,2004-08-28,1879,1202138,Theft
7477,90134355.100a,2004-08-28,4379,207938,Theft
7478,90139226.100a,2004-08-28,812,201772,Theft
7479,90163162.100a,2004-08-28,825,9224,TPL
7480,90132129.100b,2004-08-28,1121,12695,TPL
7481,90179182.100b,2004-08-28,206,1203530,TPL
7482,90147654.100a,2004-08-28,15568,1205678,TPL
7483,90111884.100a,2004-08-28,1175,1203416,TPL
7484,90126372.100a,2004-08-28,1069,1207926,TPL
7485,90148918.100b,2004-08-28,915,1209158,TPL
7486,90109649.101a,2004-08-28,614,7081,TPL
7487,90105811.102b,2004-08-28,1257,11033,TPL
7488,90186177.100c,2004-08-28,9679,200639,TPL
7489,90145701.101a,2004-08-28,250,203464,Windscreen
7490,90179690.101a,2004-08-28,445,11061,Windscreen
7491,90132666.100a,2004-08-28,149,8510,Windscreen
7492,90179846.102a,2004-08-28,281,12115,Windscreen
7493,80200202.101a,2004-08-28,293,1208772,Windscreen
7494,90151272.100a,2004-08-29,0,209497,Damage
7495,90154174.100a,2004-08-29,454,8375,TPL
7496,90118263.102a,2004-08-29,193,1203777,TPL
7497,90174445.100a,2004-08-30,820,203720,Damage
7498,90151516.100a,2004-08-30,9899,1205954,Fire
7499,90160971.100a,2004-08-30,1040,11586,Theft
7500,90158801.100b,2004-08-30,992,204305,Theft
7501,90137553.100a,2004-08-30,113,201919,TPL
7502,90148244.100a,2004-08-30,3424,1206843,TPL
7503,90130902.100c,2004-08-30,96,204472,Windscreen
7504,80200259.10a,2004-08-30,159,7194,Windscreen
7505,90124596.100a,2004-09-01,16479,1206563,Damage
7506,90184818.100a,2004-09-01,0,1204007,Damage
